Date,Fare,Notes,Segment,Station,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,_page,_page_desc
,,,Jerome Ave.,Bedford Park Blvd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488922,540855,547986,687787,801206,878960,880779,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Kingsbridge Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348093,1371373,1416873,1620429,1830599,1918627,1905654,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Fordham Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719057,1670880,1737448,1936460,2205863,2440658,2426773,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,183 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906430,878118,924223,1028982,1176937,1373435,1423604,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Burnside Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323224,1367950,1409738,1603210,1700839,1807899,1881888,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,176 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648193,629709,691355,805153,877194,1059647,1067641,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Mt. Eden Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736245,733418,763910,906482,949133,1059647,1067641,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,170 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170472,1127047,1070735,1235971,1269727,1485409,1475768,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,167 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211746,1265081,1241010,1463142,1514803,1635606,1606170,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11698773,11894425,12074659,13850142,15117330,16522951,16554085,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,Anderson Ave./Jerome Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,Sedgwick Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,155 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,11,"Annual Registrations by Station 1982-1988, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,207 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566120,1489469,1393101,1372220,1465342,1589156,1590724,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,Dyckman St./200 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401834,1350191,1305647,1310542,1406088,1547536,1559363,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,190 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788803,762368,728661,718351,750404,825564,848822,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,181 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953308,1913153,1845938,1825185,1980445,2128926,2174912,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,175 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2946042,2696797,2536652,2474744,2527803,2687606,2757358,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,168 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516094,516628,482328,510494,560599,756718,755960,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,155 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374739,369177,374209,410737,437483,479165,488374,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,145 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339615,3135184,3057007,3119381,3336052,3618426,3775065,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,135 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387479,373397,356452,336048,387449,491613,536245,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,125 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010205,2791263,2771632,3154808,3490090,3767636,3776908,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,116 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381913,331792,354988,434769,517165,628432,733260,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,Cathedral Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714512,750693,775017,683135,730934,806265,865653,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,103 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621908,673633,654817,683135,730934,806265,865653,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,96 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984728,1063121,1042762,1116517,1201653,1332009,1424700,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,86 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241647,1324381,1243349,1444653,1575991,1699585,1865506,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,81 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851847,954075,903279,973057,1105411,1309432,1365789,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,72 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,8 Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22455356,21842880,21355061,22287687,24033159,26407109,27376164,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,205 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612630,1513676,1422448,1417864,1497400,1641965,1665165,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,Bedford Park Blvd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083945,1062357,1046580,1106537,1184382,1281355,1271773,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,Kingsbridge Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655406,1574027,1556422,1571377,1654770,1740551,1750169,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,Fordham Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279745,2142013,2094376,2064373,2210827,2492127,2573959,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,182-183 Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056657,976522,887514,945832,1015532,1077255,1117090,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,Tremont Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627670,1523210,1559149,1564237,1530869,1100697,1112639,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,174-175 Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955833,929621,856972,897856,1032869,1141148,1275875,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,170 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082783,1049655,1028334,1078928,1191314,1276186,1283359,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,167 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571508,1434261,1439160,1480390,1616636,1764347,1783103,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,155 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659526,579330,540476,624930,686584,713782,747103,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Concourse,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13578202,12767267,12531162,12657728,13641130,14729413,14949406,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,242 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192692,1228573,1271882,1230107,1313281,1350351,1410826,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,238 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671752,598847,612662,647613,626580,655154,689699,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,231 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422218,1460659,1501727,1564133,1581910,1701035,1803042,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,225 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948183,869309,873940,814733,888446,953385,1001742,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,215 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392716,399481,314733,319569,329155,344385,367439,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,207 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805923,749549,771507,800737,831341,838943,885963,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,Dyckman St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836121,1531274,1311422,1276060,1373548,1465002,1503216,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,191 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281624,1270368,,,,,,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,181 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775910,1604602,1838599,1916440,1951676,1951502,2072530,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,157 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277958,2005876,2024601,2011361,2026292,2081626,2164166,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,145 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453711,1350836,1309323,1315491,1414395,,,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,137 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325098,3035199,2893289,2927866,3195977,3276823,3315039,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,125 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453711,1350836,1309323,1329384,1414395,3262132,3271347,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,116 St./Columbia Univ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3170132,2857318,2789157,3049592,3105691,3236776,3166132,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,Cathedral Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752802,2402710,2595930,2755314,2853778,3010725,3166132,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,103 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343763,2309183,2789157,,,,,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,96 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8445763,8104285,7891414,7849200,7992268,8224181,8475506,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,91 St. (Closed 2/59),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,86 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4404689,4159634,4047303,4089947,4175068,4381923,4489386,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,79 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594092,3329529,3230475,3305882,3505138,3705803,3936755,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,72 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6876862,7173081,7612048,7771752,7968862,8233854,8675802,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,66 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3802228,3296240,3062790,2988891,3114587,3414893,3623830,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Broadway/7 Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51750819,52230433,53083515,54521733,54521733,57005199,59077388,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Woodlawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153360,1064204,1026590,969022,967569,1009341,1052295,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Mosholu Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573583,1551545,1521398,1504907,1536964,1599184,1636681,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Bedford Park Blvd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841251,804797,746070,772683,754880,714270,733981,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Kingsbridge Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886180,1730411,1705857,1667403,1678304,1628627,1676288,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Fordham Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335121,2115093,2066346,1989407,1970443,1944056,2083686,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,183 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263080,1173081,1140423,1121517,1115544,1101875,1193628,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Burnside Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837440,1776130,1774258,1790491,1862226,1901875,1968014,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,176 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975495,901608,911041,948573,1003591,1018787,1089205,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Mt. Eden Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022212,975069,989231,,1005836,,,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,170 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362416,1264997,1504447,1509472,1579775,1582325,1613202,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,167 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613079,1488243,1525023,1526342,1595198,1637662,1722469,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Jerome Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15919620,14898947,15014500,14825192,15118146,15258359,15880631,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,Anderson Ave./Jerome Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,Sedgwick Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,155 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Burnside Ave. Closed 8/31/58,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,"Annual Registrations by Station 1989-1995, Pages 7-8, covering 8 Ave, Concourse, Broadway/7 Ave, Jerome Ave, and Burnside Ave lines"
,,,Lenox Ave.,148 St. (Opened 5/13/68),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"Annual Registrations by Station 1940-1946, Page 9"
